review,sentiment
"I recently saw this movie in my International Business class. I was not expecting anything other then another boring documentary (not to say I don't love documentary I've just hard bad luck with movies in that class) Imagine my surprise when this movie, that's actually a movie, came up. <br /><br />This film is a tell all of cultural differences in the work place and how they need to cooperate to get anywhere. The culture clash shows just how different the world is and just how differently we perceive ourselves until someone comes along and gives us a wake up call. I would highly recommend this film to anyone in business or who just wants a laugh, because yes it is funny. <br /><br />Well, that's about it! Cheers",positive
"""Most of us at least inhabit two worlds , the real world where we are at the mercy of circumstances and the world within ,the unconscious ,a safe place where we can escape ..."" With those words ,Mr .Gone introduces inside the world of ""The Maxx"" a fascinating world where the fantasy and the reality are combined . Inspired in the comic books of Sam Kieth, ""The Maxx "" is very faithful to the material in what it was inspired , not only in the story but also in the graphic style ,that look like the pages of the comic ,giving this show a surreal and unique appearance . But also ,the story it's interesting and entertaining .At moments it could turn too weird ,but when you got inside it ,it's hard to get out of it . The story and the characters are wonderfully developed . The music goes perfectly with the style of the show and give it the proper atmosphere . Unfortunately , like many good animated shows ,this one was short -lived . ""The Maxx"" is a must see . It 's one of my all -time favorites .",positive
My husband and I just got done watching this movie. I was not expecting it to be this good! I was really astonished at how great the story line was. I'm usually very good at figuring out twisty plots...but this one had me. I loved it! I'm going to have to watch it again before I take it back. I might even have to buy it. :),positive
"When I started watching ""Fay Grim"", I had no idea that it was a sequel to ""Henry Fool"". Now, the latter was not a movie that I envisioned as having a sequel. But one has arrived, and it's quite good. I assume that you've seen the original, so I won't explain it. This one starts with Fay (Parker Posey) living with her son whom she had with deadbeat Henry (Thomas Jay Ryan). Simon (James Urbaniak) is still in jail. One day, the son gets expelled for bringing a pornographic toy to school. But this is no ordinary toy. It holds a secret that explains much of what happened in the first movie. And this secret delves deeper into geopolitics than ""Syriana"".<br /><br />I must say that I'm quite impressed with what Hal Hartley has accomplished here. Maybe this one doesn't quite reach the original's quality, but it certainly takes a good look at what's going on in the world. And the end leaves open the possibility for another sequel.<br /><br />Also starring Jeff Goldblum.",positive
"Robert Downey Jr. in a 17th century wig and dress was enough to make me shudder, but I couldn't believe a great actor like Sam Neill actually took a part in this movie. The whole thing was unbelievable. I especially like Merivel's ""cure"" for the crazies. They dance...and hey presto! everyone's happy and they're all better! I guess I just didn't like the character Merivel too much. Therefore, watching a whole movie about his supposed transition from a whoring buffoon into a great physician was grueling. <br /><br />Also, I'm not entirely sure, but I didn't think the plague as well as the famous fire of London took place simultaneously.",negative
"IT SHOULD FIRST BE SAID THAT I HAVE READ THE MANGA AND THEREFORE MY ARGUMENT IS BASED ON THE DIFFERENCES.<br /><br />This anime greatly disappointed me because it removed the comedy and high quality action of the manga and OVA. What it left behind was merely a husk of what it could have been. Many of the characters lacked the depth that is seen in the manga. Alucard is not the sympathetic character that secretly wishes for death. Walter's story lacks the betrayal. And the Nazi villains that plot to engulf the world in war are completely absent. Instead, the anime provides the Gary Stu villain Incognito who is defeated against what appear to be all odds.<br /><br />My primary complaint is not that the anime diverges from the manga, but that it does such a poor job.",negative
"I like bad films, but this thing is a steaming heap. From the shaky cameramen to the horrible sound and devastating acting, don't waste a second on this pile. Fifth graders could have made a better film and first graders could have written a better script. Want a real synopsis? Ugly chicks in neon bikinis dancing for way too long. A disjointed plot made worse by hideous acting. The on-location sets weren't even passable. The church scenes take place in a dance studio, and oh yeah - what's with the two tap-dance numbers that come up out of the blue?<br /><br />Oh, and the total number of naked breasts, which couldn't have even saved this film - 0. Add this one to the trash heap.",negative
"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a ""10"" in my collection of films.",positive
"No more corned beef and cabbage for her!<br /><br />This little romantic comedy clips along from scene to scene with a few exotic twists (some imaginary scenes and a costume party). All of this is centered around the wife of the husband(s) who is looking to break out of the doldrums, played by Gloria Swanson (she is twenty here!). Both the leading men have a natural air that is convincing and of course Swanson is perfect in all kinds of moods, from frivolous to worried to hopeful. <br /><br />Behind all the games and apparent lightheartedness is that old serious problem of staying in love and not straying in love. There's a little corniness, but director DeMille is on top of keeping it snappy and believable in all. As with many films from this period, the subtitles do not just tell what they are saying (or thinking) but often give a kind of philosophical insight, as if to justify the tragedy (or raciness). And there is that higher purpose here, probably better without the instructional text, but it's part of the narrative style, and it's kind of quaint. <br /><br />If you are looking for visual or formal amazement, you won't find it here. But as a story, well acted, and filmed with precision and economy, it's really a great example. The events might not come as a total surprise, but it's such a modern love story, set almost a hundred years ago, it's a gas. And did I saw Swanson was perfect?",positive
"It's too bad these guys, the so-called judges, are such jerks, even the nominally ""sensitive"" ones. It's the self-congratulatory tone that really makes me sick though; these guys don't have any perspective on their behaviour. I think the real problem, though, is the quality of the contestants. Not a single smooth or truly charming one in the lot. They pick the most pathetic girls out of the crowd because they're the only ones these guys have a chance with. Let's see some real players trying for a truly unattainable girl, and maybe you have a show. Otherwise, you have a revolting half-hour of self-love. And real sexual tension takes two.",negative
"A ridiculous comedy given an arms-flailing direction. I love one of the comments here: ""Couldn't be made today"". Well, neither could ""The Philadelphia Story"" without a car chase or two. Nonetheless, does that mean the picture is worse for the wear for being old-fashioned? I don't think ""Susan Slept Here"" was good for any generation and it should fester peacefully in the memories of Debbie Reynolds-buffs. There is no sparkle in this story of a screenwriter who latches onto a much-younger girl for 'script research'. Dick Powell makes his farewell screen appearance in what must have been an embarrassment to him. Reynolds is pallid. Produced by one Harriet Parsons--who gives her famous mother Louella a number of inane plugs. *1/2 from ****",negative
"""Don't be greedy"" sums up the depth of this movie. All the rest of the baloney is big budget window dressing. The movie rotates through hiding the ball annoyingly and revealing too much. None of the potentially interesting plot tangents are developed yet the trite ones are hashed and rehashed to excess.<br /><br />The charm of DD, as others have pointed out, was in the schizophrenia device,the humor woven into the fabric of the movie, and most importantly, the acting. There is enough wooden acting in The Box to attract a giant mound of martian termites.<br /><br />The biggest problem with suspending disbelief during this mess is the glaring question, ""why would a technologically superior power capable of taking over the government need to do any testing at all?"" Awful failure of a movie.",negative
"At the time, ""My Left Foot"" was the little movie that could. It was hugely popular, and everyone applauded the fact that such a small, independent film could make it all the way to the Oscars.<br /><br />Since then, movies like ""My Left Foot"" are a dime a dozen, so it might be hard in retrospect to understand what all the fuss was about. It's certainly a well made and competent film, but it's clear that the bulk of its success rests on the shoulders of Daniel Day-Lewis, who immerses himself in the role of Cristy Brown, a man living with cerebral palsy. Day-Lewis pulls off the same bit of stunt acting that had won Dustin Hoffman an Oscar the year before for playing a man with autism in ""Rain Man,"" and the Academy followed suit by giving Day-Lewis the same honor.<br /><br />The only thing really separating this film from a big budget Hollywood production is just that -- its budget. In every other way it's just as formulaic as any standard product. That's not to say it isn't a good movie, but it's not a masterpiece.<br /><br />Grade: A-",positive
"Whatever rating I give BOOM is only because of the superb location photography of Sardinia and Rome. Otherwise, this is only for hardcore addicts of ELIZABETH TAYLOR (her downward phase), and RICHARD BURTON (his miscasting phase). Tennessee Williams wrote ""The Milk Train Doesn't Stop Here Anymore"" and is supposed to be very fond of this adaptation of his play--but apparently, he was the only one. Taylor reportedly hated it and Burton needed the money.<br /><br />Whatever, it amounts to a hill of beans with Taylor posturing and fuming in her shrill manner, exploding at the servants and exchanging bad baby-talk with no less than NOEL COWARD who seems to be a visitor from another film when he finally appears.<br /><br />It's so campy that among Taylor fans it's probably considered a ""must see"" kind of thing. But if you can sit through this one without a drink in your hand, you're way ahead of me. Sadly, this is the film that signified the end of Taylor being taken seriously as a film actress, even after winning two Oscars. For Burton, it was equally disastrous and the critics called it a BOMB. Judge for yourself if you dare.",negative
"Intended as light entertainment, this film is indeed successful as such during its first half, but then succumbs to a rapidly foundering script that drops it down. Harry (Judd Nelson), a ""reformed"" burglar, and Daphne (Gina Gershon), an aspiring actress, are employed as live window mannequins at a department store where one evening they are late in leaving and are locked within, whereupon they witness, from their less than protective glass observation point, an apparent homicide occurring on the street. The ostensible murderer, Miles Raymond (Nick Mancuso), a local sculptor, returns the following day to observe the mannequins since he realizes that they are the only possible witnesses to the prior night's violent event and, when one of the posing pair ""flinches"", the fun begins. Daphne and Harry report their observations at a local police station, but when the detective taking a crime report remembers Harry's criminal background, he becomes cynical. There are a great many ways in which a film can become hackneyed, and this one manages to utilize most of them, including an obligatory slow motion bedroom scene of passion. A low budget affair shot in Vancouver, even police procedural aspects are displayed by rote. The always capable Gershon tries to make something of her role, but Mancuso is incredibly histrionic, bizarrely so, as he attacks his lines with an obvious loose rein. Although the film sags into nonsense, cinematographer Glen MacPherson prefers to not follow suit, as he sets up with camera and lighting some splendidly realised compositions that a viewer may focus upon while ignoring plot holes and witless dialogue. A well-crafted score, appropriately based upon the action, is contributed by Hal Beckett. The mentioned dialogue is initially somewhat fresh and delivered well in a bantering manner by Nelson and Gershon, but in a subsequent context of flawed continuity and logic, predictability takes over. The direction reflects a lack of original ideas or point of view, and post-production flaws set the work back farther than should be expected for a basic thriller.",negative
"I can't believe that anyone would green light this let alone voluntarily star in it. I will never be able to get that 90 mins of my life back.<br /><br />This has to be one of the worst films I have ever seen. Some films are so bad they're good. This has gone so far round again that's somehow it's so bad it's terrible. I was not exactly expecting much, it being a low budget, bandwagon jumping, rehash of a B Movie, but it still came in way under my expectation levels. Even TV movies have higher production values.<br /><br />There were (very) poor special effects, shocking dialogue, terrible acting and a completely unexplained plot. Who cursed her and why, why did the 6 inch snakes turn into 15 foot snakes, has anyone ever heard of highly venomous garter snakes or pythons? 100 passengers? 3,000 snakes? So many promises, none delivered. <br /><br />Some comments would have you believe that this film is worth watching for the last five minutes. It's not even worth a rental. Stay in and watch a low budget TV movie, you'll enjoy it a lot more. <br /><br />Why was this made? Oh yes, to shamelessly cash in on the internet phenomenon that is SOAP. Shame on you Mallachi Brothers, shame on you",negative
"A family with dad Louis (Dale Midkiff), mom Rachel (Denise Crosby), 10 year old Eileen (Blaze Berdalh and about 3 year old Gage (Miko Hughes) move to this beautiful house in Maine--seemingly unaware of the semis that roar down the highway in front of their house every 90 seconds or so! The neighbor across the way (the wonderful Fred Gwynne) makes them feel at home...and shows them a pet cemetery where children bury their pets. But a little further on is a sacred ground which can bring the dead back to life...but the dead come back in a nasty mood.<br /><br />""""DEFINITE SPOILERS** The novel by Stephen King was good--it was long but it developed characters and situations that made you care what happened. This movie jettisons ALL the character development and just plays up the gore and violence. Animals are killed ON camera (I know it's faked but it's still repulsive); a little boy is hit by a semi and his casket pops open during the funeral (in a totally sick scene); he's brought back to life and attacks and kills people including his mom (I DO wonder how a 3 year old was able to hang her); a ghostly jogger (don't ask) tries to help the family for no reason...The movie just works the audience over shoving every gruesome death or violence into your face. It just goes out of its way to shock you. **END SPOILERS**<br /><br />Acting is no help. Midkiff is just dreadful as the father--he's handsome and buff but totally blank. Crosby isn't much better. The two kids are just annoying. Only Gwynne single-handedly saves this picture with his effortless good acting. <br /><br />This picture shows a total contempt for the audience taking large leaps in logic and having characters do incredibly stupid things (especially Midkiff at the end). This movie was (inexplicably) a huge box office hit in 1989 which led to the even worse sequel in 1992. I saw it in a theatre back then and was disturbed how the audience kept cheering on the violence and was just appalled by what I saw. A sick repulsive horror film. A 1 all the way.<br /><br />When you think it's all over and can't get worse the Ramones sing a title song!!!!!! (""I don't wanna be buried in a pet cemetery""). Truly beyond belief.",negative
"Bled is a very apt title for this As you watch it you will feel your life being bled from you . The cliché in horrors is about people doing exactly what they shouldn't ( going down into the basement or going up into the attic) Then the trouble ensues Take heed then DON'T watch this film .Show the brains that victims in horror movies never do Stay clear Do not enter .And if you need anymore incentive This film? is as bad as the worst Uwe Boll film I mean ,The house of the dead bad. I have often thought about entering a review of a film on I.M.D.B. and ,after watching some based on the comments herein ,I discovered I guess everyone's entiled to his/her opinion. Please trust me on mine",negative
"I've watched a lot of television in my 51 years, but I've never had so much fun week after week, as I had watching Oz. The acting by the entire cast was excellent. The writing was just perfect, with every character remaining consistent throughout the six year run. I also enjoyed the mayhem and the ultra-violence. It may sound odd, but it was at times, comical finding out how one of the characters would eventually end up dead. I particularly enjoyed the true romance and love between Beecher and Keller. Those two men really knew how to throw down, in every way possible. I truly hope that HBO will continue to show us re-runs of this great show FOREVER! I've watched every episode at least 4 times yet I still look forward to Tuesday and Thursday nights at 11 p.m. for an episode of this fun and very entertaining show.",positive
"Seeing this movie, as I just did for the first time on Turner Classic (which lists it as ""Dangerous Female""), can only multiply your appreciation for the 1941 Bogart-Astor version. Ricardo Cortez must have been getting paid by the smirk. I hope he remembered his dentist and his Brylcreem salesman in his will; they made him the actor he was. The women are all good, but no better than that. Well, Una Merkel is a little better. More interesting are the ""original"" Joel Cairo and Mr. Gutman, who competently deliver many of the individual tics but almost nothing of the set-changing atmospherics of their successors in the roles, Peter Lorre and Sydney Greenstreet. Humphrey Bogart and Mary Astor somehow transcended the essential seediness of their characters in the remake; here, Sam Spade and Ruth Wonderley(!) can't. <br /><br />This movie doesn't exactly stink; it lies there like a big slice of ham. Its chief value today is as a reminder that great movies like the '41 ""Falcon"" don't just happen. On the 1-to-10 scale I rate it a 4, mainly for the camera work and the supporting players.",negative
"Shot in the Heart is wonderful. It brilliantly illustrates the plight of Gary Gimore, a convicted murder who requested death. Shot in the Heart shows the ordeal that Gilmore's family, torn up by hatred, went through. This movie is an incredible psychological study, and is wonderfully depressing and uplifting. 10/10",positive
"When I first watched this show on Cartoon Network, I found it uninteresting. Then I read a lot of good messages about this show, and I decided to watch it. The show was so boring. Each episode was predictable. More, this show has no logic. Hypersmart girls, who are going to school and sometimes do such stupid things, 99% of episodes start with a Monster attacking Townswille, then Mayor (he is a real fool, he is NOT funny, he is so stupid, that I can't imagine how he became a Mayor). Professor, yes, supposed to be the smartest person in this show, but actually... He even found no difference between monster and his brother. Narrator's comments also make this show boring. Because they also have similar lines in the beginning of each episode and in the ending. Also the animation is very strange. Everything except main heroes is shown in an ugly way. Also in every epsode this show is giving you some life-lessons, and it means that it is oriented on little children, but if you look closer, you will see, that there is a lot of violence and even blood(!!!) during their battles.",negative
"If I had never seen the first Road House, then I guess this movie might get one more star, but even then that makes it a 3 star movie. For that matter I was really surprised as to the relatively high rating it currently has.<br /><br />In reality, I was not able to finish this movie, as it was painful. Where it went wrong (at least the most obvious way) is that it pretty much parallels the original exactly even though the original plot is still referenced. This doesn't really make sense and doesn't work. Also, the acting is weak...I never felt like I was into the movie yet I felt like I was watching people act. Even good actors like Busey don't work out, probably due to the screenplay or maybe the awkward editing. The strangest thing is that the movie feels like a mid 90's B movie, yet is made in 06. I am not sure as to why, but then again, this often seems to happen with sequels for some reason. The music, the look, and the whole overall feel reminds me of movies you saw 10 years ago on Cinemax late at night. The strangest thing of all is that I am also expecting Ja Rule to come in at some point...often it reminds me of more current movies with rappers as actors.<br /><br />The most irritating thing is love interest girl who's character seems like a total rip off of the Lois Lane character on Smallville which is also quite annoying. And lets not forget the fakest sounding ""southern accents"" I have heard since Walk the Line. I realize this is common place in movies, but no accent at all would work better than attempting to sound like you are from that universal hick place on TV where anyone from any southern state (or KY and WV) sound exactly the same. Sure, people in desert towns in AZ sound just like people in Southeastern states 2000+ miles away. That was wearing thin 10 years ago in the B movies where technique came from. Why do writers / directors make such decisions? <br /><br />Bottom line: I would truly not recommend this if you are a fan of Road House or if you like good movies. Also, if you have not seen it yet, don't spoil it by seeing this version first. The original Road House was one of those accidental classics that people love and watch over and over. It was an unexpected success like American Graffiti, Dazed and Confused, and more recently Office Space, Fast and Furious (only the first one!), and Napolean Dynamite. Why did they spoil it!!!???<br /><br />They should have never made a sequel to Road House other than a high budget version with the right actors / director. Sure, you can never top the original (ex: Bad News Bears, The Longest Yard, etc.), but at least if you can do it right it will be presentable as is the case with the examples I mentioned. But to make a low budget, off-network, self production of Road House is criminal.",negative
"Rosenstrasse is more an intimate film than one of epic proportions, which could have kept away many film goers looking for a Pianist similar plot. Fortunately, Von Trotta, a good screenwriter, opts for a feminist peep to an era too much illustrated on its colorful exterior, but too little analyzed in terms of intimacy and from the point of view of ordinary Aryan German rather from a Jewish standpoint. Rosentrasse finds its strength in these unsung burdens of people trapped within historical circumstances of which they emerge as victims. The pace of the film is introspective, poignantly slow, meditative. Besides, the characters are so vivid while transitions between generations and the passing of time has been deftly crafted. Rosenstrasse is not a masterpiece, and some narrative flaws are well discerned. Another fault lies on a trivial cinematography unable to capture the intensity of the internal drama lived by the characters. Nevertheless, this film is worth seeing. Finally, Rosenstrasse is part of the last trend in German films dealing with the ghosts of a nightmarish past,trend that includes such excellent films as Nowhere in Africa, and recently, the controversial Downfall. I would recommend this film to those who know how to read beyond the images.",positive
"Guy Richie's third proper film (not counting the God-awful ""Swept Away"" is a complex action thriller concerned with gambling, gangsters and chess. Fans of Richie's previous efforts will probably hate Revolver as much as I did, with its twists and turns. Richie stalwart Jason Statham plays Jake, a newly-released ex-con, out to wreak revenge on the ridiculously named Dorothy Macha (a superbly OTT Ray Liotta) but instead gets embroiled with a couple of other cons, (one of which is Andre 3000 from rap outfit Outkast) who throw him and us the audience, a number of red herrings throughout the film, all of which becomes extremely tedious. The high point of this mess of a movie is the bit in the restaurant, where the dialogue gets turned down in favour of a superbly shot, slow-mo shootout set to Beethoven's Moonlight Sonata. All in all, Revolver is a flawed work, not truly awful but far from Richie's best. That would still be Lock, Stock. If this film was a school homework assignment it would be graded 'must try harder!'",negative
"This is an excellent movie with a stellar cast and some great acting. I never tire of watching it. I especially love the scene where Danny Glover's character and Kevin Kline's character namely Simon and Mack have brunch together. Kevin Kline is such a natural and it seems his mannerisms are effortless and one you would encounter often. SO its a very 'real' movie. <br /><br />One of the most powerful scenes in the movie however, is at the beginning of the movie when Simon arrives at the scene where Mack's car has broken down. The movie also has a strong message and is unlike the stereotypical message carrying movie where there's one person preaching his guts out to an audience. Instead the actors' emotions and situations deliver an impactive message that does best without the use of words. And lastly, Mary McDonell is brilliant as always.",positive
"1 out of 10.<br /><br />This is the kind of movie that you cant believe you just wasted 2 hours of your life as you see the credits role. I honestly think I could make a better Vampire movie.... and I know nothing. The only thing that does not just suck (harder than a Vampire) is Jason Scott Lee.... his character is at least a little bit cool, has some mystery, and kicks a little butt.",negative
"I haven't read the book of this and based on this adaptation, will not bother. I hated every character in this show - Miranda was slutty, selfish and mumbled miserably through the appalling dialogue, her sister was a total wimp, and this was the worst depiction of manic-depression I have ever seen. I have a degree in Psychology, and this was not accurate. In fact, until it was mentioned, I did not realise Troy was supposed to be bipolar - I thought he was a normal, slightly grumpy teenager.<br /><br />The only saving grace in this stupid show was David Tennant, whose brilliantly psychotic performance was the only thing that got me to watch the second half. <br /><br />Clearly the writers and producers of this show have not done any research - Troy's mental problems are not remotely accurate, nor are the forensics involved in the ""twist"" ending (and if you did not spot that a mile off, you are a big ole dummy!) <br /><br />Utter garbage.",negative
"I'm not sure what the point of making this film was. It looked as if it was made by some historical society to be shown in your local 'Pistol Pete' museum. At first it appears that it could be the beginning of a Mad TV or SNL sketch. But then the joke is on you when there is no punchline and you realize that someone was taking this seriously. The story wasn't bad but the inclusion of the SASS members seemed to be a ploy (that worked) to get me to see the film. I swear, the trailer listed every character in the film down to ""dead cowboy #5"". The reason Westerns are so fun is the atmosphere and the characters it brings. I just had the feeling I was watching Civil War rean-actors dressed up as cowboys. Not even worth the digital video it was recorded on.",negative
"Bela Lugosi is a real enigma. In the early 1930s, he was on top of the world after appearing in Dracula. Yet, again and again, he made lousy decisions regarding his career. Perhaps he had a bad agent, perhaps his drinking and drug use had a part in it or maybe he was just crazy. Regardless, he ruined his reputation by appearing in pretty much any film--ranging from excellent horror films (such as THE RAVEN) to big-budget flicks (like NINOTCHKA) to grade-Z flicks for the cheapest and shoddiest of studios. Interestingly enough, although he agreed to do this terrible film, he actually turned down the role that later went to Boris Karloff in FRANKENSTEIN! As for this movie, it is a very silly an horridly produced WWII propaganda film that featured a dumb plot and wretched editing. Lugosi spends much of the movie murdering saboteurs--not a bad thing at all. But at the end, we find out that he is himself a Nazi plastic surgeon and all the American-looking men he killed were actually Japanese!!!! The funniest part of this is during a flashback. You see Lugosi talking to a group of Japanese men before he changes them to American-like men. When the camera scans them, the men are clearly Asian. But, on all the other non-close-up shots, they are all VERY Western looking--many with bald heads!! They looked absolutely NOTHING like Japanese men. I suspect the plot must have undergone a re-write and this might account for the obvious mistake. Or, it could just be shoddy production values and editing. In fact, early in the film, they show a street scene in the city and all the cars (circa 1942) are old Model T Fords--obviously from stock footage!!! The bottom line is that the film is bad but also very dull. Unlike PLAN 9 FROM OUTER SPACE, it's hard to laugh at the ineptitude--just be put to sleep by it.",negative
"It's interesting how the train of research can flow. I started out looking at an article about Cristo's ""The Gates"" in Central Park. The article stated that the Maysles had been Cristo's filmographers for years. Hmmm... Then I got to looking at their body of work. I believe one of them has passed on but the other is still filming Cristo and Jean Claude in their stages of creation. Grey Gardens sounded very interesting. Video Station, in Boulder CO, is the place to look for the obscure or offbeat and of course they had it in stock. DVD and VHS. Edith and Edie are women living in the past, and oh what a glorious past it was. Edith had been well off, born a Bouvier, married well, had several wonderful relationships and became a singer when she was in her forties. Her daughter Edie had been a débutante, a fashion model and had many beaus. She never married and at some point in her thirties had come home to recuperate. She seems to have a nervous disorder of some kind. Worrying too much about things. It is only a shadow of the world they live in though, because Jackie O. came and spruced up the place so her aunt and cousin would not be evicted. It is a 28 room mansion that is worn down and worn out. But, in the film you will notice fresh paint on the walls. If you look carefully at the newspaper clippings you see it was very much a dirty mess. The outfits Edie comes up with a very clever and creative. The viewer gets the impression that Edith likes to go nude, but she doesn't in the movie. Edith was really quite beautiful and you can see the shadow of her beauty still as she sings ""Tea for Two"". Edie too was a beauty in her day and quite attractive at 56. It was a good movie, though not for everyone. When the cat is urinating behind Edith's portait she states, "" at least someone is doing what they want""!",positive
I've heard a lot of different opinions about this film and then to find out that Paris Hilton was in it as well didn't give Me the best impression of the film .... then to be dragged to the cinema by a group of my friends and sit there expecting a pile of pants i was shocked to find that i was scared stiff all the way through the film ... it was predictable yes but the build up of the deaths and the whole atmosphere of the film made it REALLY scary for me ... i was watching through my fingers the whole way through. So i say go watch it and decide for yourself and if the fact that its a scary film doesn't convince you to go watch it then it also has Chad Michael Murray in it which can't be bad to watch for a couple of hours eh?,positive
"Went looking for this movie after i read Tom Clancy's ""Red Storm Rising"" novel. Timeless masterpiece about 13th century Russians being invaded by the Germans. Movie was made in 1938, under orders from Joseph Stalin to warn Soviets about Hitler and Germany. Battle scenes are wonderfully done, showing that you don't need computer animation to make a great fight scene. Probably Sergei Eisenstein's greatest work. Also see 'Battleship Potemkin'. Any history buff or poli-sci major should watch this movie. 10 out of 10.",positive
"I recently stumbled across a TV showing of ""Passion...."" (having missed the opening scenes). Ms Currier in to be praised for having the vision and courage to bring such a strange de Balzac tale to the screen. I am grateful to the entire cast and crew for their parts in producing such a thoroughly fine motion picture. It must have been arduous shooting so many scenes in the desert. And I cannot comprehend how her trainer coaxed such a fine ""performance"" from the leopard, Simoon. (This adverture calls to mind another suspenseful adventure, ""Naked Prey""). Why isn't this film more well-known?. Hope I can find it on video.",positive
"I saw Insomniac's Nightmare not to long ago for the first time and I have to say, I really found it to be quite good. If you are a fan of Dominic Monaghan you will love it. The hole movie takes place inside his mind -or does it? The acting from everyone else is a little rushed and shaky and some of the scenes could be cut down but it works out in the end. The extras on the DVD are just as great as the film, if not greater for those Dom fans. It has tons of candid moments from the set, outtakes and a great interview with the director. Anyone who has gone through making an independent film will love to watch Tess (the director), Dom and everyone else on the very small close personal set try to bang out this little trippy creepy film. It was pretty enjoyable and I'm glad to have it in my collection.",positive
"- A newlywed couple move into the home of the husband's dead former wife. It's not long before the new wife begins to have the feeling that someone doesn't want her in the house. She sees skulls all around the house. But when the husband investigates, he can't find anything. Is someone trying to drive her back to the asylum that she was recently discharged from? Or, is the ghost of the dead wife trying to get the new wife out of her house? <br /><br />- This is the first time that I've watched The Screaming Skull without the assistance of the MST3K crew. And, it will in all likelihood be the last time I watch it this way. Can you say dull? I'm not talking ordinary dull - I'm talking watching grass grow dull. There are great stretches of the movie where nothing happens. The screen could have gone blank and I would have gotten as much entertainment out of it. The characters drone on and on with the most monotonous conversations imaginable. The Screaming Skull could probably be marketed as a sleep aide.<br /><br />- The actors don't help matters much. Most of them deliver lines with the conviction normally reserved for a grade school play. I haven't looked it up, but I would be shocked to find that anyone associated with this movie ever appeared in anything of cinematic value. I won't even go into the script the actors are given to work with. Let's just say that the characters are given some of the most idiotic lines ever uttered on film.<br /><br />- You've been warned! Either avoid this one at all costs or, at least, seek out the MST3K version.",negative
"THE FEELING of the need to have someone play the role of Arbiter of Public Taste and Political Correctness always manages to get under our skin. It does seem that these self-appointed, self-superior, pseudo-intellectual types do appear everywhere; be it in one's family, church or bowling league.<br /><br />THESE are the guys who would have society completely disregard and ignore all that went before us; unless, of course, whatever 'it' is does not fly in the face of today's ""acceptable"" language, mores and general ""standards"" of ""proper"" behavior.<br /><br />SO it is that these latter day, high tech book burners have targeted a great deal of what was Hollywood's greatest achievement; namely their participation in our own Allied Propaganda via their unselfishly crafted message and theme films.<br /><br />COLDLY brutal in its generation, the Banned Code and List of Now Unacceptable extends into the Wartime Cartoons that don't meet with the new touchy, feely socially engineered 'official' attitudes; which these ""Thought Police"" have foisted down upon us.<br /><br />WE were truly surprised to see that there seem to be volumes of such animated short subjects. The majority we are aware of are from Warner Brothers' LOONEY TUNES and MERRIE MELODIES; featuring Bugs, Daffy, Elmer & Porky, all in conflict with Hitler, Goerring, 'Il Duce', Tojo and the like. Surprisingly though, we found an ample supply of cartoons from MGM, Walt Disney, Lantz, Paramount-Famous Studios and the Brothers Fleischer.<br /><br />YOU'RE A SAP MR. JAP (Famous Studios/Paramount Pictures, 1942) is a prime example of just what we're talking about.<br /><br />BEING virtually indiscernible from the cartoons that were the output of the Studios of Max and Dave Fleischer before the 1941 business coup-de-tat that moved them out, bringing the new name of ""Famous"" Studios, YOU'RE A SAP MR. JAP bore none of the bland plot elements that would reduce the latter day Popeye Cartoons down to the level of the ultimate formula short movie.<br /><br />WE all remember how we'd have Popeye and Olive Oyl together. Enter Bluto, usually the exponent of wolf whistle and an on acceptable on-screen version of a Male reaction to feminine pulchritude. Olive falls for Bluto's less than honorable attentions; until he gets a little too physical and invariably blurts out, ""Hey Babe, how 'bout a kiss?"" At this point we hear ""Help! Help, Popeye and the diminutive sailor shows up to save the day; replete with the obligatory can of Spinach! DO we exaggerate, Schultz? ONCE again this JAP SAP cartoon is nothing like any of that. Oh sure, it follows the storyline of now having Popeye in the U.S. Navy. The Brothers Fleischer put the little guy in the service in 1941 to conform to the mood in the country and as an open gesture of support for the men now being conscripted in the first Peacetime Draft in United States History. Max and Dave even put Popeye in service aboard the mythical Battleship, the U.S.S. Pensyltucky.<br /><br />OUR point is just this. YOU'RE A SAP MR. JAP and others like SPINACH FER Britain aren't cartoon vehicles for comic relief in the Theatre's program at all in the true sense. Rather they are a sort of grouping of Editorial Cartoons much like those from any ""Great Metropolitan Newspaper"". These animated shorts, much like those still one panel illustrations, have characters that are highly symbolic and representative of Nations, Ideas and Ideals, such as a just and lasting Peace. In most cases, the hero (Popeye, Bugs Bunny or whoever) is alone with the symbol of the Enemy. Both are highly exaggerated visual metaphors for abstract concept and thought; even if they are cloaked in humorous trappings for wider palatability.<br /><br />OUR liberal stupidgencia (the antithesis of intelligencia) may not see themselves this way; but for this sort of behavior, they are no more than Neo Nazi Book burners.<br /><br />PLEASE, allow the future generations to view and appreciate a view of past happenings that is both Historical and Humorous.<br /><br />POODLE SCHNITZ!!",positive
